analysis_id,qc_type,batch_id,Analyte-1,Analyte-2
53,SPL,1,1303.9186303361705,15647.02356
54,SPL,1,1389.1919303117704,16670.30316
55,SPL,1,1331.7944037184348,15981.53284
56,SPL,1,1266.9180389100052,15203.01647
57,SPL,1,1181.7418727236309,14180.90247
58,SPL,1,1275.896343805257,15310.75613
59,SPL,1,1224.1229339643833,14689.47521
60,BQC,1,962.5206314285334,11550.24758
61,SPL,1,1303.115264567471,15637.38317
62,SPL,1,1299.817016752088,15597.8042
63,SPL,1,1103.5546143955858,13242.65537
64,SPL,1,1308.5866939772927,15703.04033
65,SPL,1,1251.9201255411544,15023.04151
66,SPL,1,1248.6981629974825,14984.37796
67,SPL,1,1036.7018114396867,12440.42174
68,SPL,1,1138.150103676676,13657.80124
69,SPL,1,1306.1191217986297,15673.42946
70,BQC,1,1091.2881204002797,13095.45744
71,SPL,1,1332.2692503600442,15987.231
72,SPL,1,1306.6048969337326,15679.25876
73,SPL,1,1250.873281998371,15010.47938
74,SPL,1,1299.3088621065635,15591.70635
75,SPL,1,1295.2058677544958,15542.47041
76,SPL,1,1317.66554,15811.98647
77,SPL,1,1327.4014823241787,15928.81779
78,SPL,1,1313.0553483151004,15756.66418
79,SPL,1,1438.0082412031325,17256.09889
80,BQC,1,957.0730890846766,11484.87707
81,SPL,1,1324.7424287376894,15896.90914
82,SPL,1,1366.6450487506982,16399.74059
83,SPL,1,1042.1074113659822,12505.28894
84,SPL,1,1277.4667702649208,15329.60124
85,SPL,1,1192.0512945137364,14304.61553
86,SPL,1,1431.4619644367917,17177.54357
87,SPL,1,1305.6915510809908,15668.29861
88,SPL,1,1237.3607795293335,14848.32935
89,SPL,1,1347.035687,16164.42824
90,BQC,1,1120.9251361195095,13451.10163
91,SPL,1,1249.5146793841818,14994.17615
92,SPL,1,1265.8199663296464,15189.8396
93,SPL,1,1255.961583757924,15071.53901
94,SPL,1,1250.3290613555612,15003.94874
95,SPL,1,1398.1346888369035,16777.61627
96,SPL,1,1233.2997013811882,14799.59642
97,SPL,1,1300.2902405109671,15603.48289
98,SPL,1,1202.9214679638771,14435.05762
99,SPL,1,1335.7529364328973,16029.03524
100,BQC,1,952.8891959823472,11434.67035
101,SPL,1,1180.2392059681777,14162.87047
102,SPL,1,1244.3651976826907,14932.38237
103,SPL,1,1211.3832955009548,14536.59955
104,SPL,1,1179.065522599702,14148.78627
105,SPL,1,1221.8304933895774,14661.96592
106,SPL,1,1091.665351941892,13099.98422
107,SPL,1,1444.3610064967404,17332.33208
108,SPL,1,1257.521121577883,15090.25346
109,SPL,1,1322.444854106225,15869.33825
110,BQC,1,942.4151840724315,11308.98221
111,SPL,1,1335.8468170990432,16030.16181
112,SPL,1,1307.4965846581595,15689.95902
113,SPL,1,1380.0994271015059,16561.19313
114,SPL,1,1410.8067478705216,16929.68097
115,SPL,1,1236.4485955421846,14837.38315
116,SPL,1,1152.7981883831217,13833.57826
117,SPL,1,1326.2253390453354,15914.70407
118,SPL,1,1289.061024165809,15468.73229
119,SPL,1,1219.3757709642211,14632.50925
120,BQC,1,1073.2847323787796,12879.41679
121,SPL,1,1390.7988275162718,16689.58593
122,SPL,1,1302.5741084320616,15630.8893
123,SPL,1,1173.6635051542771,14083.96206
124,SPL,1,1326.7680148636805,15921.21618
125,SPL,1,1179.2863375737911,14151.43605
126,SPL,1,1320.0107015817723,15840.12842
127,SPL,1,1311.7063564184964,15740.47628
128,SPL,1,1441.2880490426564,17295.45659
129,SPL,1,1269.680445616441,15236.16535
130,BQC,1,1068.2309630091318,12818.77156
131,SPL,1,1374.409450513614,16492.91341
132,SPL,1,1263.5102719749684,15162.12326
133,SPL,1,1135.9232610189706,13631.07913
134,SPL,1,1277.7478607456042,15332.97433
135,SPL,1,1309.657457716362,15715.88949
136,SPL,1,1317.1738843156857,15806.08661
137,SPL,1,1293.713806557053,15524.56568
138,SPL,1,1253.3738790827724,15040.48655
139,SPL,1,1381.8474392344483,16582.16927
140,BQC,1,1039.0118474422131,12468.14217
141,SPL,1,1260.0190777355174,15120.22893
142,SPL,1,1312.9214632237388,15755.05756
143,SPL,1,1304.5129334238322,15654.1552
144,SPL,1,1439.2410711592315,17270.89285
145,SPL,1,1390.6485959086358,16687.78315
146,SPL,1,1357.4487408529828,16289.38489
147,SPL,1,1283.3135473609627,15399.76257
148,SPL,1,1191.5396556386195,14298.47587
149,SPL,1,1143.9851428254137,13727.82171
150,BQC,1,1019.3173461638894,12231.80815
151,SPL,1,1162.0278100983994,13944.33372
152,SPL,1,1296.3044148534602,15555.65298
153,SPL,1,1187.2762310969445,14247.31477
154,SPL,1,1223.7624446239345,14685.14934
155,SPL,1,1371.1746730321247,16454.09608
156,SPL,1,1263.881418057445,15166.57702
157,SPL,1,1235.2885821898658,14823.46299
158,SPL,1,1153.655386794132,13843.86464
159,SPL,1,1159.0963290976117,13909.15595
160,BQC,1,1017.1020707039502,12205.22485
161,SPL,1,1207.0836059747094,14485.00327
162,SPL,1,1155.889117845114,13870.66941
163,SPL,1,1234.6520917385828,14815.8251
164,SPL,1,1325.5916230875748,15907.09948
165,SPL,1,1243.6800415644295,14924.1605
166,SPL,1,1155.0263502632388,13860.3162
167,SPL,1,1100.6117041998853,13207.34045
168,SPL,1,1225.4772233862986,14705.72668
169,SPL,1,1211.025586062544,14532.30703
170,BQC,1,1145.2935228961142,13743.52227
171,SPL,1,1235.6741750937647,14828.0901
172,SPL,1,1260.2027687231866,15122.43322
173,SPL,1,1163.6877295920474,13964.25276
174,SPL,1,1219.6936915833332,14636.3243
175,SPL,1,1116.9315811406777,13403.17897
176,SPL,1,1409.4028687475413,16912.83442
177,SPL,1,1010.4238239730769,12125.08589
178,SPL,1,1235.4633779969843,14825.56054
179,SPL,1,1180.343197018709,14164.11836
180,BQC,1,898.7045144147643,10784.45417
181,SPL,1,1133.4203023260634,13601.04363
182,SPL,1,1093.3507099359583,13120.20852
183,SPL,1,1112.0177362403062,13344.21283
184,SPL,1,1091.425832832378,13097.10999
185,SPL,1,1122.3697207078467,13468.43665
186,SPL,1,1169.577292811296,14034.92751
187,SPL,1,1051.4245370678407,12617.09444
188,SPL,1,1178.3671062377325,14140.40527
189,SPL,1,1051.975127524041,12623.70153
190,BQC,1,930.2554901681069,11163.06588
191,SPL,1,1122.4564145322445,13469.47697
192,SPL,1,1036.696855511631,12440.36227
193,SPL,1,1104.2549857746444,13251.05983
194,SPL,1,1201.3523727147012,14416.22847
195,SPL,1,1157.6133365301469,13891.36004
196,SPL,1,1086.817878038666,13041.81454
197,SPL,1,1288.6332386445097,15463.59886
198,SPL,1,1145.588979504113,13747.06775
199,SPL,1,1088.381994945893,13060.58394
200,BQC,1,909.5511345005308,10914.61361
201,SPL,2,2173.9053892275915,26086.86467
202,SPL,2,2148.2256988678732,25778.70839
203,SPL,2,2051.011061005999,24612.13273
204,SPL,2,2184.8512683281106,26218.21522
205,SPL,2,2179.1530700431053,26149.83684
206,SPL,2,2162.991132159652,25955.89359
207,SPL,2,2077.445442991708,24929.34532
208,SPL,2,2147.0685795594263,25764.82295
209,SPL,2,2149.097185,25789.16622
210,BQC,2,2033.967836115366,24407.61403
211,SPL,2,2065.321879105909,24783.86255
212,SPL,2,2231.312752154322,26775.75303
213,SPL,2,2110.0828062476403,25320.99367
214,SPL,2,2179.800814,26157.60976
215,SPL,2,2145.7739339548616,25749.28721
216,SPL,2,2181.36164,26176.33968
217,SPL,2,2167.1559250355044,26005.8711
218,SPL,2,2226.113960399122,26713.36752
219,SPL,2,2213.9642724330693,26567.57127
220,BQC,2,1991.3152460890817,23895.78295
221,SPL,2,2264.364655209253,27172.37586
222,SPL,2,2287.4129725221023,27448.95567
223,SPL,2,2296.857178420097,27562.28614
224,SPL,2,2271.1520532214095,27253.82464
225,SPL,2,2239.6215010572346,26875.45801
226,SPL,2,2212.5123047214934,26550.14766
227,SPL,2,2202.117640057149,26425.41168
228,SPL,2,2330.762588283784,27969.15106
229,SPL,2,2274.247857901269,27290.97429
230,BQC,2,1995.4035069611891,23944.84208
231,SPL,2,2315.4625472267608,27785.55057
232,SPL,2,2310.874704471501,27730.49645
233,SPL,2,2276.415819,27316.98982
234,SPL,2,2332.3255881792675,27987.90706
235,SPL,2,2340.6205123237564,28087.44615
236,SPL,2,2187.978779134762,26255.74535
237,SPL,2,2293.1797475787635,27518.15697
238,SPL,2,2291.376063914534,27496.51277
239,SPL,2,2323.3041894509256,27879.65027
240,BQC,2,2063.0494172091903,24756.59301
241,SPL,2,2401.6233650359636,28819.48038
242,SPL,2,2338.796135671889,28065.55363
243,SPL,2,2327.470716825543,27929.6486
244,SPL,2,2442.1850411873684,29306.22049
245,SPL,2,2347.472336363069,28169.66804
246,SPL,2,2246.783285955603,26961.39943
247,SPL,2,2269.6580228190414,27235.89627
248,SPL,2,2313.0695654709416,27756.83479
249,SPL,2,2364.169823985598,28370.03789
250,BQC,2,1979.528323437483,23754.33988
251,SPL,2,2341.6798363821636,28100.15804
252,SPL,2,2247.4623289161386,26969.54795
253,SPL,2,2328.649738489631,27943.79686
254,SPL,2,2299.937795251691,27599.25354
255,SPL,2,2378.206098,28538.47317
256,SPL,2,2396.419449,28757.03339
257,SPL,2,2318.1356156947904,27817.62739
258,SPL,2,2325.0120216999935,27900.14426
259,SPL,2,2305.1548194929533,27661.85783
260,BQC,2,2071.516588974333,24858.19907
261,SPL,2,2313.8141720998474,27765.77007
262,SPL,2,2274.614922116223,27295.37907
263,SPL,2,2315.025399859961,27780.3048
264,SPL,2,2261.114819056419,27133.37783
265,SPL,2,2247.076324724203,26964.9159
266,SPL,2,2302.4148465681847,27628.97816
267,SPL,2,2319.2242304981464,27830.69077
268,SPL,2,2307.682789233659,27692.19347
269,SPL,2,2264.359910319645,27172.31892
270,BQC,2,1950.168742149575,23402.02491
271,SPL,2,2232.554741223738,26790.65689
272,SPL,2,2269.306117677209,27231.67341
273,SPL,2,2244.9069283020426,26938.88314
274,SPL,2,2286.9153857816336,27442.98463
275,SPL,2,2254.792717602908,27057.51261
276,SPL,2,2254.057991873004,27048.6959
277,SPL,2,2274.1433644511117,27289.72037
278,SPL,2,2184.1873097616153,26210.24772
279,SPL,2,2230.2241962408275,26762.69035
280,BQC,2,2046.592524923786,24559.1103
281,SPL,2,2192.0256051588376,26304.30726
282,SPL,2,2273.4122245276703,27280.94669
283,SPL,2,2167.879857260455,26014.55829
284,SPL,2,2252.4747010797178,27029.69641
285,SPL,2,2223.5838885397357,26683.00666
286,SPL,2,2224.1282109880854,26689.53853
287,SPL,2,2197.5211634187917,26370.25396
288,SPL,2,2228.4674982865317,26741.60998
289,SPL,2,2263.4863287517787,27161.83595
290,BQC,2,2011.424052603223,24137.08863
291,SPL,2,2152.5799856314106,25830.95983
292,SPL,2,2202.3941647574056,26428.72998
293,SPL,2,2150.8726639672127,25810.47197
294,SPL,2,2232.314121990796,26787.76946
295,SPL,2,2163.299918932504,25959.59903
296,SPL,2,2158.920416543592,25907.045
297,SPL,2,2083.131840199625,24997.58208
298,SPL,2,2201.557746028994,26418.69295
299,SPL,2,2183.9485518605397,26207.38262
300,BQC,2,1986.260896857065,23835.13076
301,SPL,2,2202.784503622927,26433.41404
302,SPL,2,2078.272403055974,24939.26884
303,SPL,2,2056.947902723058,24683.37483
304,SPL,2,2054.5212490518293,24654.25499
305,SPL,2,2019.9740448847149,24239.68854
306,SPL,2,2119.367940314415,25432.41528
307,SPL,2,2004.9071173470625,24058.88541
308,SPL,2,2014.0623812171777,24168.74857
309,SPL,2,2012.1309696040917,24145.57164
310,BQC,2,1993.8892926787858,23926.67151
311,SPL,2,2027.1440693565219,24325.72883
312,SPL,2,2043.2918614787193,24519.50234
313,SPL,2,2006.4095720766938,24076.91486
314,SPL,2,2054.8526233841862,24658.23148
315,SPL,2,1997.2266997614965,23966.7204
316,SPL,2,2104.8636804515313,25258.36417
317,SPL,2,2016.2405438138528,24194.88653
318,SPL,2,1980.0156532175934,23760.18784
319,SPL,2,2073.3102316148756,24879.72278
320,BQC,2,2047.339903371174,24568.07884
321,SPL,2,1943.7750877174892,23325.30105
322,SPL,2,1941.1405954357995,23293.68715
323,SPL,2,2008.6007382516664,24103.20886
324,SPL,2,1920.380205510764,23044.56247
325,SPL,2,2052.6021359513143,24631.22563
326,SPL,2,1925.1039978341614,23101.24797
327,SPL,2,1890.8782625223384,22690.53915
328,SPL,2,1883.6159151989596,22603.39098
329,SPL,2,1908.1456850360694,22897.74822
330,BQC,2,2060.238634309158,24722.86361
331,SPL,2,1853.6806918627324,22244.1683
332,SPL,2,1922.392029552816,23068.70435
333,SPL,2,1939.904628863065,23278.85555
334,SPL,2,1869.274152655979,22431.28983
335,SPL,2,1946.7186507570436,23360.62381
336,SPL,2,1803.2839471972675,21639.40737
337,SPL,2,1847.902373532985,22174.82848
338,SPL,2,2006.4134882867957,24076.96186
339,SPL,2,2011.0479308447232,24132.57517
340,BQC,2,1940.6572010865593,23287.88641
341,SPL,2,2050.019305144372,24600.23166
342,SPL,2,1893.1593709861356,22717.91245
343,SPL,2,2006.920882040459,24083.05058
344,SPL,2,1861.310003,22335.72003
345,SPL,2,1962.7095483442265,23552.51458
346,SPL,2,1831.6346324838453,21979.61559
347,SPL,2,1942.4689214715272,23309.62706
348,SPL,2,1807.648921602338,21691.78706
349,SPL,2,1831.9422800935895,21983.30736
350,BQC,2,2120.9539598325005,25451.44752
351,SPL,2,1877.6024919873564,22531.2299
352,SPL,2,1924.4317254921775,23093.18071
353,SPL,2,1905.7679967876625,22869.21596
354,SPL,2,1982.585957757093,23791.03149
355,SPL,2,1991.1363716580368,23893.63646
356,SPL,2,1960.817081184632,23529.80497
357,SPL,2,1898.527012107438,22782.32415
358,SPL,2,1920.9394715184633,23051.27366
359,SPL,2,1914.8723002247664,22978.4676
360,BQC,2,2091.1440366210286,25093.72844
361,SPL,2,1922.1947305920655,23066.33677
362,SPL,2,1890.488356474244,22685.86028
363,SPL,2,1958.0767815262116,23496.92138
364,SPL,2,1824.1441575954645,21889.72989
365,SPL,2,1940.426721743671,23285.12066
366,SPL,2,1904.3704891699465,22852.44587
367,SPL,2,1924.3163624041294,23091.79635
368,SPL,2,1975.0932995337378,23701.11959
369,SPL,2,1960.1591731929318,23521.91008
370,BQC,2,1981.4270684204826,23777.12482
371,SPL,2,1957.300611157283,23487.60733
372,SPL,2,1917.8976460722697,23014.77175
373,SPL,2,1913.026302087088,22956.31563
374,SPL,2,1965.756884865931,23589.08262
375,SPL,2,2073.635282856515,24883.62339
376,SPL,2,1892.1590586740733,22705.9087
377,SPL,2,1990.1143573439056,23881.37229
378,SPL,2,1960.370552239458,23524.44663
379,SPL,2,1954.8072936775168,23457.68752
380,BQC,2,1997.7237559121234,23972.68507
381,SPL,2,1989.5609732559997,23874.73168
382,SPL,2,2075.1360462472308,24901.63255
383,SPL,2,1973.2943233215624,23679.53188
384,SPL,2,1930.550495845148,23166.60595
385,SPL,2,1962.700487707756,23552.40585
386,SPL,2,1967.9225418451663,23615.0705
387,SPL,2,2071.260623337234,24855.12748
388,SPL,2,2046.4228485195417,24557.07418
389,SPL,2,2076.7101420007016,24920.5217
390,BQC,2,1976.540058263081,23718.4807
391,SPL,2,2105.397556266311,25264.77068
392,SPL,2,2124.0185586548014,25488.2227
393,SPL,2,2118.261267460339,25419.13521
394,SPL,2,2055.4240424524946,24665.08851
395,SPL,2,2039.407631344771,24472.89158
396,SPL,2,2116.301199054543,25395.61439
397,SPL,2,2141.837113343377,25702.04536
398,SPL,2,2053.4673860404037,24641.60863
399,SPL,2,2149.537505613819,25794.45007
400,BQC,2,1996.7119149800074,23960.54298
401,SPL,3,1118.508578992388,13422.10295
402,SPL,3,1102.8390309263107,13234.06837
403,SPL,3,1122.3258046705669,13467.90966
404,SPL,3,907.1092933847577,10885.31152
405,SPL,3,1207.1702199057518,14486.04264
406,SPL,3,1098.0857498963908,13177.029
407,SPL,3,1137.713973,13652.56768
408,SPL,3,1099.2249808294875,13190.69977
409,SPL,3,1205.8211869447948,14469.85424
410,BQC,3,1052.315963,12627.79155
411,SPL,3,1329.9999514242552,15959.99942
412,SPL,3,1314.883237526606,15778.59885
413,SPL,3,1301.9452335982967,15623.3428
414,SPL,3,1053.2505821842155,12639.00699
415,SPL,3,1298.7651838307825,15585.18221
416,SPL,3,1080.9099397671373,12970.91928
417,SPL,3,1519.4904365132043,18233.88524
418,SPL,3,1298.031725790655,15576.38071
419,SPL,3,1172.0802005708001,14064.96241
420,BQC,3,1007.308854735993,12087.70626
421,SPL,3,1324.8422472965958,15898.10697
422,SPL,3,1417.9399855155375,17015.27983
423,SPL,3,1433.5773976513763,17202.92877
424,SPL,3,939.0625126761199,11268.75015
425,SPL,3,1423.1092897743915,17077.31148
426,SPL,3,1142.0764284707157,13704.91714
427,SPL,3,1402.5413517325985,16830.49622
428,SPL,3,1180.6813470831944,14168.17616
429,SPL,3,1316.6434571474629,15799.72149
430,BQC,3,1013.5769450465559,12162.92334
431,SPL,3,1566.5225250298213,18798.2703
432,SPL,3,1283.4560333510747,15401.4724
433,SPL,3,1581.6562345640891,18979.87481
434,SPL,3,1202.0298194167328,14424.35783
435,SPL,3,1302.3995311446927,15628.79437
436,SPL,3,1276.3781248218475,15316.5375
437,SPL,3,1248.5928212420167,14983.11385
438,SPL,3,1391.068854264563,16692.82625
439,SPL,3,1388.6823783930245,16664.18854
440,BQC,3,1104.567488393684,13254.80986
441,SPL,3,1237.688365959628,14852.26039
442,SPL,3,1162.1312385731346,13945.57486
443,SPL,3,1449.1660331681542,17389.9924
444,SPL,3,1408.917449277723,16907.00939
445,SPL,3,1368.0820091899727,16416.98411
446,SPL,3,1503.3579507626962,18040.29541
447,SPL,3,1313.0876326840903,15757.05159
448,SPL,3,1335.234203923678,16022.81045
449,SPL,3,1187.2399120821792,14246.87894
450,BQC,3,844.1629653952201,10129.95558
451,SPL,3,1263.1960749262876,15158.3529
452,SPL,3,1218.4008644172868,14620.81037
453,SPL,3,1221.4784621548322,14657.74155
454,SPL,3,1485.3038622135803,17823.64635
455,SPL,3,1149.1246606739467,13789.49593
456,SPL,3,1293.1322849045982,15517.58742
457,SPL,3,1218.9979217941247,14627.97506
458,SPL,3,1326.4136047946054,15916.96326
459,SPL,3,1307.9839513585362,15695.80742
460,BQC,3,965.2497288615191,11582.99675
461,SPL,3,963.8050283496186,11565.66034
462,SPL,3,1378.8990603681675,16546.78872
463,SPL,3,1399.4213892798862,16793.05667
464,SPL,3,1110.8047268481205,13329.65672
465,SPL,3,1329.132010736718,15949.58413
466,SPL,3,1219.5556077011247,14634.66729
467,SPL,3,1124.456488487921,13493.47786
468,SPL,3,1210.7729597453745,14529.27552
469,SPL,3,1128.1653902375747,13537.98468
470,BQC,3,1010.2118431830446,12122.54212
471,SPL,3,1136.4397293675288,13637.27675
472,SPL,3,1144.7607904635229,13737.12949
473,SPL,3,1075.278583371664,12903.343
474,SPL,3,1112.4912756379974,13349.89531
475,SPL,3,1216.4626074405246,14597.55129
476,SPL,3,1140.5518930724054,13686.62272
477,SPL,3,1101.7113245488895,13220.53589
478,SPL,3,1072.3097753269687,12867.7173
479,SPL,3,1038.1832062261064,12458.19847
480,BQC,3,944.6264229001158,11335.51707
481,SPL,3,935.6998279657585,11228.39794
482,SPL,3,1116.1616564058256,13393.93988
483,SPL,3,1030.056654708291,12360.67986
484,SPL,3,951.4988477697021,11417.98617
485,SPL,3,1061.173017031125,12734.0762
486,SPL,3,888.6636726303941,10663.96407
487,SPL,3,1004.1595816476495,12049.91498
488,SPL,3,894.9061444282823,10738.87373
489,SPL,3,910.7338494570024,10928.80619
490,BQC,3,1075.021642311696,12900.25971
491,SPL,3,904.2908390347469,10851.49007
492,SPL,3,950.9221821,11411.06619
493,SPL,3,988.0691773903086,11856.83013
494,SPL,3,841.0047441978405,10092.05693
495,SPL,3,1188.9590166351288,14267.5082
496,SPL,3,1053.4600857621613,12641.52103
497,SPL,3,976.8441602631465,11722.12992
498,SPL,3,766.9728921,9203.674705
499,SPL,3,1045.2749376484967,12543.29925
500,BQC,3,968.4979939398648,11621.97593
501,SPL,3,995.5461607070329,11946.55393
502,SPL,3,992.3031575433216,11907.63789
503,SPL,3,894.0347565754053,10728.41708
504,SPL,3,781.0881086503503,9373.057304
505,SPL,3,971.2474214556705,11654.96906
506,SPL,3,1131.793352457884,13581.52023
507,SPL,3,972.6963684301713,11672.35642
508,SPL,3,840.5139179266196,10086.16702
509,SPL,3,1262.0719657498537,15144.86359
510,BQC,3,969.6523802916593,11635.82856
511,SPL,3,1024.8205810385743,12297.84697
512,SPL,3,1061.8797188222204,12742.55663
513,SPL,3,942.7107018538561,11312.52842
514,SPL,3,1008.7369808930578,12104.84377
515,SPL,3,952.7397000809765,11432.8764
516,SPL,3,999.9966415764723,11999.9597
517,SPL,3,1124.0808651738025,13488.97038
518,SPL,3,1105.0635582975513,13260.7627
519,SPL,3,972.6966461557657,11672.35975
520,BQC,3,1084.0758307065485,13008.90997
521,SPL,3,1113.065168455656,13356.78202
522,SPL,3,863.5534127982561,10362.64095
523,SPL,3,1042.7243043532353,12512.69165
524,SPL,3,1205.3669990913804,14464.40399
525,SPL,3,749.9634586051766,8999.561503
526,SPL,3,1019.9748628097485,12239.69835
527,SPL,3,1177.425788204595,14129.10946
528,SPL,3,1138.213528110598,13658.56234
529,SPL,3,1010.9323224604219,12131.18787
530,BQC,3,1058.9934996565535,12707.922
531,SPL,3,1044.0370483134795,12528.44458
532,SPL,3,1023.7733746441033,12285.2805
533,SPL,3,917.9559298201631,11015.47116
534,SPL,3,1232.5605338369198,14790.72641
535,SPL,3,1181.0613507578437,14172.73621
536,SPL,3,1193.2979499375058,14319.5754
537,SPL,3,1338.2180486121445,16058.61658
538,SPL,3,1067.3263991438173,12807.91679
539,SPL,3,1139.7979445831193,13677.57533
540,BQC,3,989.3716563139263,11872.45988
541,SPL,3,1200.5442417573383,14406.5309
542,SPL,3,1445.5898256919827,17347.07791
543,SPL,3,1340.407992694645,16084.89591
544,SPL,3,1147.5978033340748,13771.17364
545,SPL,3,1307.5978259428502,15691.17391
546,SPL,3,1146.2720590476724,13755.26471
547,SPL,3,1166.4686067613757,13997.62328
548,SPL,3,1334.2385185094752,16010.86222
549,SPL,3,1383.0875813792918,16597.05098
550,BQC,3,976.8240708824433,11721.88885
551,SPL,3,1102.4965389081967,13229.95847
552,SPL,3,1352.1398986369068,16225.67878
553,SPL,3,1340.877923,16090.53507
554,SPL,3,1383.1783222077358,16598.13987
555,SPL,3,1158.5590922846318,13902.70911
556,SPL,3,1434.5872198342759,17215.04664
557,SPL,3,1350.8932201806606,16210.71864
558,SPL,3,1161.1305207841128,13933.56625
559,SPL,3,1331.1908576714172,15974.29029
560,BQC,3,897.5992503031915,10771.191
561,SPL,3,1435.2820149068773,17223.38418
562,SPL,3,1176.2095157822384,14114.51419
563,SPL,3,1435.0271310061012,17220.32557
564,SPL,3,1343.7965130103971,16125.55816
565,SPL,3,1375.1263319802883,16501.51598
566,SPL,3,1267.7035335408239,15212.4424
567,SPL,3,1307.5980242414773,15691.17629
568,SPL,3,1318.8606666678675,15826.328
569,SPL,3,1275.150315073027,15301.80378
570,BQC,3,950.6945341846704,11408.33441
571,SPL,3,1317.442311392852,15809.30774
572,SPL,3,1280.3908821741866,15364.69059
573,SPL,3,1349.0300931778604,16188.36112
574,SPL,3,1486.7691539288658,17841.22985
575,SPL,3,1313.6842096033192,15764.21052
576,SPL,3,1146.6885861285737,13760.26303
577,SPL,3,1274.916486047192,15298.99783
578,SPL,3,1404.5325203768246,16854.39024
579,SPL,3,1177.566463702834,14130.79756
580,BQC,3,1183.741006398604,14204.89208
581,SPL,3,1122.2358685029424,13466.83042
582,SPL,3,1387.069193754674,16644.83033
583,SPL,3,1256.4565548398277,15077.47866
584,SPL,3,1421.5961195395973,17059.15343
585,SPL,3,1418.9283357817349,17027.14003
586,SPL,3,1287.913572401402,15454.96287
587,SPL,3,1234.4079192609756,14812.89503
588,SPL,3,1234.6372601843686,14815.64712
589,SPL,3,1295.7560822513142,15549.07299
590,BQC,3,997.3543590141177,11968.25231
591,SPL,3,1218.1507580481784,14617.8091
592,SPL,3,1374.4603357932729,16493.52403
593,SPL,3,1306.1079236068263,15673.29508
594,SPL,3,1195.3868477847702,14344.64217
595,SPL,3,1034.0154115012374,12408.18494
596,SPL,3,1149.7383465985085,13796.86016
597,SPL,3,1028.5715851891744,12342.85902
598,SPL,3,1225.8228308499192,14709.87397
599,SPL,3,1213.5890222790813,14563.06827
600,BQC,3,1064.593631029139,12775.12357
601,SPL,4,2184.7078071715973,26216.49369
602,SPL,4,2128.6771099998914,25544.12532
603,SPL,4,2054.2347190405567,24650.81663
604,SPL,4,1952.5194031368976,23430.23284
605,SPL,4,1670.0011302799446,20040.01356
606,SPL,4,2135.9418603499953,25631.30232
607,SPL,4,2143.377144832473,25720.52574
608,SPL,4,2904.7503292146057,34857.00395
609,SPL,4,2469.791002112057,29637.49203
610,BQC,4,1973.9040123536806,23686.84815
611,SPL,4,1975.9311421937691,23711.17371
612,SPL,4,1881.7218011538907,22580.66161
613,SPL,4,2282.2786370087924,27387.34364
614,SPL,4,1944.8471681926594,23338.16602
615,SPL,4,2315.8803076569666,27790.56369
616,SPL,4,2213.6876293565306,26564.25155
