analysis_id,S1P d16:1 [M>60],S1P d17:1 [M>60],S1P d18:0 [M>60],S1P d18:1 [M>60],S1P d18:2 [M>60],S1P d19:1 [M>60],S1P d20:1 [M>60]
020_SPL_S001,0.0341139497161395,0.019773925385239255,0.025809931560104398,0.4472769793390105,0.07814274128142741,0.009874290348742903,0.0023165044606650444
021_SPL_S002,0.02969860202642042,0.02039245863793767,0.06939814073768422,0.7622973099012441,0.09519045786841093,0.01628831601898166,0.007787610619469027
022_SPL_S003,0.021701477330616403,0.017417461126070396,0.06786087221443211,0.7237212261941149,0.1263275355990588,0.01468112461489945,0.00358537709531087
023_SPL_S004,0.022586570147479876,0.021662795094808493,0.08110398383706387,0.6266076210982658,0.13354762033385553,0.01667116849440873,0.004359569985414078
024_SPL_S005,0.0343628008103968,0.030602362010179372,0.15320055607355118,1.4682979560013838,0.14203686317141867,0.0376785096605228,0.010638928694964668
025_SPL_S006,0.02961440038494346,0.02234421819295291,0.10439560466493511,1.0300029336541194,0.10127512521598389,0.024242689355000985,0.007108330963889679
026_SPL_S007,0.021418003334820697,0.015715929639980274,0.06371303303824448,0.593774492893544,0.10029355815974261,0.012874286653671827,0.003860876916934783
027_SPL_S008,0.01926301330933548,0.010713778240894235,0.07980479961789198,0.5466801065007341,0.08041017382655236,0.01188840998436982,0.004011746317434756
028_BQC_PQC03,0.028530876374221175,0.022617816161081574,0.06307518677821497,0.737389133688566,0.1117226779571315,0.016021554523803796,0.004373451370011307
029_SPL_S009,0.023076369049048088,0.017314479149160924,0.09449440527799602,0.9444576928888676,0.11213117902672076,0.019153482342208244,0.005420978080810506
030_SPL_S010,0.020228964710645284,0.014489102809203572,0.07331979775880973,0.947116130217494,0.11458131845887407,0.019360788106430354,0.005829828388925125
031_SPL_S011,0.018561185853540642,0.017621310991165175,0.020941743187257753,0.2803342906871828,0.08261768575955317,0.00643411477214748,0.0013749026558178255
032_SPL_S012,0.020734733996805504,0.02446983658926158,0.0589550922777088,0.6925424408698857,0.08818773805135766,0.01715689888192653,0.0033321046811647624
033_SPL_S013,0.030601903349400567,0.0246397231491781,0.13958662228263147,1.0837047914670621,0.12832035595105673,0.021989865282412556,0.006372512668396985
034_SPL_S014,0.040686344408004185,0.026835876229858835,0.07779703019409177,0.8291587075526403,0.13055753600456294,0.016188982366082037,0.003859499025619088
035_SPL_S015,0.03462134602311353,0.025838205302515294,0.07833112529238219,0.7019278014847042,0.1253677770224337,0.01622297756628144,0.004872875594833447
036_SPL_S016,0.05457795939215937,0.031919295109181456,0.1140678917749115,0.8951120210139191,0.1340109819946367,0.024589452177244286,0.006727110203039203
037_BQC_PQC04,0.032397491558128315,0.021722141823444282,0.06649414054524645,0.6586357928533527,0.11422575976845153,0.015701881331403763,0.004413892908827786
038_TQC_TQC03,0.03336792942397509,0.02304099636741048,0.06511525640104744,0.7578955576803321,0.11605887625607396,0.017393970844930887,0.004651601641741756
106_SPL_S074,0.029874323616687033,0.023546866817943796,0.06133518399530267,0.5319357785499215,0.09458456973293769,0.011838889858614069,0.002596439169139466
107_SPL_S075,0.020947784115840282,0.015752523036419483,0.11196028336592345,0.7332205321544537,0.08236946028960071,0.01753839403247038,0.004001755155770075
108_SPL_S076,0.025285093818866473,0.022820342754444896,0.060000242746512646,0.6916014430775156,0.08455465457112904,0.01818181818181818,0.004338988852992148
109_SPL_S077,0.029248635931321022,0.023431946738749564,0.05956850281671572,0.6478426079441358,0.08753066025929819,0.015587926115032288,0.005296090504079692
110_SPL_S078,0.02701516831402892,0.024217404637776888,0.05769620996986352,0.6047737894034111,0.08559364015946781,0.014904107003845155,0.004689674695100375
111_SPL_S079,0.013098870385466402,0.010695236986141842,0.09140700053138823,0.7014031372889251,0.0888086642599278,0.013718411552346571,0.004262256899965063
112_SPL_S080,0.02234210590265121,0.018113776092926054,0.09581457605936053,0.719266124883964,0.09884085441423052,0.015965590143617408,0.005671794124079609
113_BQC_PQC12,0.03652676399026764,0.022283049472830493,0.06215763298305114,0.7838440633743917,0.11463402270884022,0.01670214922952149,0.0046786293592862935
114_TQC_TQC07,0.02923113136889859,0.023132396054011257,0.0645264255217092,0.7286867809120284,0.10851897027669,0.013866598189638571,0.003941708929832445
115_SPL_S081,0.028220524017467247,0.026032155617308456,0.08764630382481292,0.723046291117507,0.0831877729257642,0.01917427550615323,0.00407899960301707
116_SPL_S082,0.02939952286685955,0.02762803918582813,0.05858229522480089,0.7982816310974061,0.16392568905131719,0.019572610527384397,0.0068930511141566415
117_SPL_S083,0.01550987079110428,0.013228301071136945,0.04855333975017763,0.7817170631706615,0.0964551611508718,0.01531773860415966,0.006796676113165858
118_SPL_S084,0.012598608428548158,0.014246154562166944,0.036563639545571555,0.6220367925185581,0.08825541619156214,0.01354338770856119,0.0039187396737486325
119_SPL_S085,0.040306469326918046,0.03910883322001987,0.059760870785070065,0.7263704496391402,0.12780189320642227,0.016233460593065213,0.004230950264107526
120_SPL_S086,0.028111287911664014,0.02392593664111095,0.07006648575960174,0.9592484793914847,0.11733449057331598,0.017966150730507738,0.005733159747335937
121_SPL_S087,0.012034446581570204,0.015046336772162966,0.04709290494012582,0.7624014049877601,0.0851110333974471,0.014644168560937226,0.005805210701171534
122_SPL_S088,0.012686824840921424,0.01300251566122429,0.04049564125979885,0.5683173727913974,0.07085285848172446,0.012938390963350269,0.00476002564987915
123_BQC_PQC13,0.03156448251379887,0.022320958248402537,0.07083714821057022,0.7305999895632458,0.11561734191420654,0.014698944186153034,0.004287382910015345
194_BQC_PQC_B 06,0.034234194612424405,0.01851126992853216,0.038352701142505566,0.35289686902253986,0.0640175920835624,0.012982957669048927,0.002845519516217702
195_BQC_PQC_B 07,0.03664764462347544,0.020243929730334564,0.039325806440667015,0.3557460695803961,0.06491663869307375,0.012044310171198388,0.0025914736488754616
196_TQC_TQC_B 04,0.0342809642560266,0.01900665004156276,0.038019997900958065,0.3455828768931837,0.06362011637572736,0.01200332502078138,0.0022360764754779717
197_TQC_TQC_B 05,0.036871193567264135,0.018986107197815297,0.04024661529180033,0.37454421235180646,0.07030494809163615,0.01178612453672598,0.002275732027135395
198_LTR_LTR04,0.045446950710108604,0.01036905990466362,0.028382925028296962,0.3069576361819582,0.11112749193244549,0.006149360328926892,6.028142251052469e-4
199_NIST_NIST04,0.04143412890337504,0.00945852171170224,0.04316135091526461,0.34022501164546315,0.102012406686994,0.00728840290190306,5.551466722742088e-4
200_TQCd-100_TQC-100percent,0.02975043647940844,0.023115949471089657,0.061043305433924576,0.7252504331067063,0.1082304611276574,0.015175105268563211,0.005217212693848208
201_TQCd-80_TQC-80percent,0.03349310522822801,0.020735933928176388,0.06566925729087672,0.7205703414546616,0.11709067669542561,0.01622790846299437,0.004724332030577883
202_TQCd-60_TQC-60percent,0.032073236402800215,0.02207862143241788,0.06637972880592173,0.6969195546975409,0.10416083288458086,0.014001077005923531,0.004652665589660743
203_TQCd-40_TQC-40percent,0.035011240347962075,0.022656631805297624,0.07104875228124939,0.7259374334327046,0.10578633564656437,0.015873326165575213,0.004154041638158538
204_TQCd-20_TQC-20percent,0.031487691175267854,0.02314549766909299,0.07112105083871774,0.7260248338840272,0.10293612496933018,0.015473951091845914,0.004334669174777132
205_TQCd-0_TQC-0percent,0.07632850241545894,0.003864734299516908,0.054669866685670344,0.07392121594202898,0.07632850241545894,0.008695652173913044,NA
206_EBLK_Extracted Blank+ISTD03,3.0470110272780033e-4,1.2695879280325015e-4,8.859196633778293e-4,5.47736506094022e-4,NA,1.9587928032501452e-4,2.2852582704585025e-4
207_SOLV_Blank02,0.03837162757185174,0.01973020574813866,0.03790923453299179,0.39912170925866625,0.07772796413417662,0.014002081498679047,0.0023416860139300294
