"analysis_id","qc_type","batch_id","conc"
337,"SPL",2,1854.7656678889339
338,"SPL",2,1910.4545936195157
339,"SPL",2,1961.4933555970995
340,"BQC",2,1963.1382609675602
341,"SPL",2,1945.3980937783867
342,"SPL",2,1960.416585784727
343,"SPL",2,1994.4892939465797
344,"SPL",2,1912.4017885678072
345,"SPL",2,1905.8617511438945
346,"SPL",2,1819.8555046748681
347,"SPL",2,1911.7378506208
348,"SPL",2,1877.631381942494
349,"SPL",2,1857.1746811000803
350,"BQC",2,2037.0625344103003
351,"SPL",2,1956.5226460190274
352,"SPL",2,1806.3872140420353
353,"SPL",2,1885.1088853060674
354,"SPL",2,1912.9515383439414
355,"SPL",2,1863.304088700392
356,"SPL",2,1925.7015337982273
357,"SPL",2,1930.815889997985
358,"SPL",2,1910.0254470485431
359,"SPL",2,1790.0086318136462
360,"BQC",2,1977.9765553712657
361,"SPL",2,1906.8647522736426
362,"SPL",2,1951.8854523694367
363,"SPL",2,1935.3959872047326
364,"SPL",2,1975.5066256723612
365,"SPL",2,1967.9021072962696
366,"SPL",2,1919.4537797868227
367,"SPL",2,1951.9513476447207
368,"SPL",2,1889.0441658098857
369,"SPL",2,1982.6012726383608
370,"BQC",2,2060.413025551553
371,"SPL",2,2067.9675351933947
372,"SPL",2,1868.502303093063
373,"SPL",2,1931.9354392055639
374,"SPL",2,2000.6339539850867
375,"SPL",2,1989.2476369862065
376,"SPL",2,1938.784533672953
377,"SPL",2,1923.0741483880777
378,"SPL",2,1984.9239547706534
379,"SPL",2,1981.8993952805586
380,"BQC",2,2017.9784871168417
381,"SPL",2,1994.534630974849
382,"SPL",2,2007.5861487603052
383,"SPL",2,2012.1858108411668
384,"SPL",2,1956.1754417618383
385,"SPL",2,2038.3062461942682
386,"SPL",2,2089.09230742646
387,"SPL",2,2048.7251227330626
388,"SPL",2,1974.9629335185136
389,"SPL",2,2015.8628799551223
390,"BQC",2,2009.7761023326034
391,"SPL",2,2017.2960867112238
392,"SPL",2,1947.8545048957144
393,"SPL",2,2106.087639752412
394,"SPL",2,2026.5832002413704
395,"SPL",2,2045.5985919886755
396,"SPL",2,2155.7225035572233
397,"SPL",2,2048.096206081301
398,"SPL",2,2135.3848648674702
399,"SPL",2,2036.3715602266393
400,"BQC",2,2049.4237667736106
401,"SPL",3,1067.9372407119924
402,"SPL",3,967.8962981775164
403,"SPL",3,1030.7339776937183
404,"SPL",3,1100.7295912177992
405,"SPL",3,1180.024772796977
406,"SPL",3,957.1574888416031
407,"SPL",3,1096.3884645479163
408,"SPL",3,1216.030531782231
409,"SPL",3,1095.3889837111903
410,"BQC",3,879.2341067551924
411,"SPL",3,1215.7355314734866
412,"SPL",3,1201.6202700539454
413,"SPL",3,1248.263391717636
414,"SPL",3,1178.52620701062
415,"SPL",3,1157.0298394480642
416,"SPL",3,941.4069368457799
417,"SPL",3,1203.45956929953
418,"SPL",3,1262.5057080245824
419,"SPL",3,1279.4173394791308
420,"BQC",3,1074.1206579077748
421,"SPL",3,1415.6014740873593
422,"SPL",3,1271.6407318359982
423,"SPL",3,1260.6008835577736
424,"SPL",3,1379.779736511134
425,"SPL",3,1184.8926706828106
426,"SPL",3,1215.4847499547373
427,"SPL",3,1503.627789604104
428,"SPL",3,1267.936455290915
429,"SPL",3,1432.6918438746682
430,"BQC",3,1117.72922384609
431,"SPL",3,1253.9961093387506
432,"SPL",3,1312.0831761934548
433,"SPL",3,1304.991472790296
434,"SPL",3,1174.722986053388
435,"SPL",3,1277.0630239684324
436,"SPL",3,1166.7973417686435
437,"SPL",3,1344.765216638627
438,"SPL",3,1380.4833790589787
439,"SPL",3,1047.5769345940066
440,"BQC",3,932.6977895244979
441,"SPL",3,1140.8057616448932
442,"SPL",3,1307.1633953543906
443,"SPL",3,1324.0349800673885
444,"SPL",3,1234.004138958472
445,"SPL",3,1185.029375487353
446,"SPL",3,1261.2297515043051
447,"SPL",3,1283.3564877229383
448,"SPL",3,1322.2136712370666
449,"SPL",3,1022.7028047404788
450,"BQC",3,980.2325571305922
451,"SPL",3,1358.0701059431199
452,"SPL",3,1312.7619559588813
453,"SPL",3,1244.3993321845803
454,"SPL",3,1264.8780217240521
455,"SPL",3,1277.3026367903622
456,"SPL",3,911.4704859075375
457,"SPL",3,1280.338743976723
458,"SPL",3,1112.3496965114498
459,"SPL",3,1175.2556926951627
460,"BQC",3,1028.348375838294
461,"SPL",3,1221.5840279604488
462,"SPL",3,1090.428190204141
463,"SPL",3,1167.9016224724955
464,"SPL",3,1067.6671533551926
465,"SPL",3,988.0708214977448
466,"SPL",3,1208.9150199322016
467,"SPL",3,1152.5400921557953
468,"SPL",3,1241.4053565883237
469,"SPL",3,1066.0377268020754
470,"BQC",3,900.9892306626591
471,"SPL",3,1238.277870932728
472,"SPL",3,1003.3003157522055
473,"SPL",3,889.9643036703831
474,"SPL",3,989.254079536995
475,"SPL",3,982.8542081004163
476,"SPL",3,1010.6547815301042
477,"SPL",3,1158.1246022564528
478,"SPL",3,945.8853331465377
479,"SPL",3,1007.6228756532382
480,"BQC",3,1010.7240574827504
481,"SPL",3,956.7368920422207
482,"SPL",3,978.6793643908452
483,"SPL",3,1072.9639425046173
484,"SPL",3,945.4462758964515
485,"SPL",3,998.0890384428951
486,"SPL",3,998.5141793609259
487,"SPL",3,1006.2757268708882
488,"SPL",3,851.8890953800569
489,"SPL",3,1066.9190170130257
490,"BQC",3,959.5041694782994
491,"SPL",3,884.6186193693148
492,"SPL",3,1031.6861179294226
493,"SPL",3,1017.1862045000332
494,"SPL",3,775.6958735813487
495,"SPL",3,794.7326453586895
496,"SPL",3,744.0099165352375
497,"SPL",3,896.218994220023
498,"SPL",3,893.177189461753
499,"SPL",3,912.2087820778789
500,"BQC",3,1023.31942785712
501,"SPL",3,815.159631288443
502,"SPL",3,776.4274542325012
503,"SPL",3,979.371608277397
504,"SPL",3,953.1404052186722
505,"SPL",3,728.9011687394287
506,"SPL",3,872.5250003155073
507,"SPL",3,795.1002785468226
508,"SPL",3,680.7027068312789
509,"SPL",3,906.2931042768198
510,"BQC",3,981.375548639156
511,"SPL",3,889.7799401020401
512,"SPL",3,925.8461497736813
513,"SPL",3,997.575067038154
514,"SPL",3,935.3581502336635
515,"SPL",3,858.9845920952198
516,"SPL",3,853.3248812476555
517,"SPL",3,920.1341588432556
518,"SPL",3,971.1441715588136
519,"SPL",3,843.3055627700147
520,"BQC",3,1043.695302316656
521,"SPL",3,1059.1072321400482
522,"SPL",3,959.4944009492981
523,"SPL",3,908.6576556376335
524,"SPL",3,959.2995876819706
525,"SPL",3,1106.9515856153698
526,"SPL",3,1059.262728220368
527,"SPL",3,1136.856816258967
528,"SPL",3,1036.1692006620817
529,"SPL",3,1072.4760369051446
530,"BQC",3,988.4815151356953
531,"SPL",3,1110.63796850513
532,"SPL",3,1008.8889793252212
533,"SPL",3,926.9225822031038
534,"SPL",3,1091.2493875967803
535,"SPL",3,1282.4990906613186
536,"SPL",3,1177.4409763652015
537,"SPL",3,1223.2609902137165
538,"SPL",3,1151.9368181929858
539,"SPL",3,1064.4197172680797
540,"BQC",3,964.0560606061214
541,"SPL",3,1116.0422926252704
542,"SPL",3,1105.3240316538338
543,"SPL",3,1231.2651845606538
544,"SPL",3,1049.5746840762997
545,"SPL",3,1264.199378965383
546,"SPL",3,1272.000393648851
547,"SPL",3,1073.4979451060713
548,"SPL",3,1264.8196370838655
549,"SPL",3,1451.1217364821775
550,"BQC",3,1023.4336259527133
551,"SPL",3,1306.1377200398629
552,"SPL",3,1149.7163185687336
553,"SPL",3,1344.954531062476
554,"SPL",3,1264.457089644149
555,"SPL",3,1409.8891885424166
556,"SPL",3,1103.6436983196409
557,"SPL",3,1248.863333156079
558,"SPL",3,1205.352198640568
559,"SPL",3,1241.9599815484974
560,"BQC",3,1040.6146388998277
561,"SPL",3,1184.324357191033
562,"SPL",3,1327.9479417043929
563,"SPL",3,1163.2477986652216
564,"SPL",3,1421.8979772698272
565,"SPL",3,1155.9187485484667
566,"SPL",3,1285.2450116454233
567,"SPL",3,1328.5855406871196
568,"SPL",3,1333.6611521789787
569,"SPL",3,1244.0661194431336
570,"BQC",3,1037.7110179610393
571,"SPL",3,1367.537720023089
572,"SPL",3,1123.688410026195
573,"SPL",3,1188.6495654156179
574,"SPL",3,1295.922773030789
575,"SPL",3,1216.0404145135094
576,"SPL",3,1393.7396922118367
577,"SPL",3,1319.8784448997656
578,"SPL",3,1255.1859729533608
579,"SPL",3,1092.222558119448
580,"BQC",3,1017.5628298864667
581,"SPL",3,1200.2983821097191
582,"SPL",3,1215.642804040256
583,"SPL",3,1101.3213156830152
584,"SPL",3,1262.6194755304698
585,"SPL",3,1101.8261880179743
586,"SPL",3,1175.775292663035
587,"SPL",3,1228.9396560534933
588,"SPL",3,1104.5860448691933
589,"SPL",3,1233.1359090887831
590,"BQC",3,949.2291114647963
591,"SPL",3,877.006541460013
592,"SPL",3,1195.766698787535
593,"SPL",3,1224.4438706237825
594,"SPL",3,1102.779346109905
595,"SPL",3,1172.624768643275
596,"SPL",3,997.363523415217
597,"SPL",3,1090.8988858280645
598,"SPL",3,900.0569665805476
599,"SPL",3,1202.8795297638042
600,"BQC",3,906.1604051789291
601,"SPL",4,2272.1630691277883
602,"SPL",4,2053.4698971705843
603,"SPL",4,2053.8517970189337
604,"SPL",4,1758.8827191484952
605,"SPL",4,2221.751395801998
606,"SPL",4,2023.1051807482854
607,"SPL",4,1935.4806299934867
608,"SPL",4,1786.0006647606301
609,"SPL",4,2010.0292440046705
610,"BQC",4,2225.614119331346
611,"SPL",4,1993.725022087318
612,"SPL",4,1831.1843951513806
613,"SPL",4,2413.7944752194985
614,"SPL",4,2074.647080533119
615,"SPL",4,2294.4063323081227
616,"SPL",4,1560.6457394116412
617,"SPL",4,1991.9129920859662
618,"SPL",4,1949.0214147738716
619,"SPL",4,1841.0962850831977
620,"BQC",4,2061.205455529726
621,"SPL",4,1805.747041710942
622,"SPL",4,2154.039540076755
623,"SPL",4,2261.204751282148
624,"SPL",4,2129.109384912775
625,"SPL",4,1919.9718548702306
626,"SPL",4,2284.805368257019
627,"SPL",4,2132.236636697588
628,"SPL",4,1886.9637129685452
629,"SPL",4,1823.5951229205161
630,"BQC",4,1845.9215556175527
631,"SPL",4,1968.5792885461763
632,"SPL",4,1734.6987422485388
633,"SPL",4,2213.995082096182
634,"SPL",4,2170.9162830449486
635,"SPL",4,1839.6271776066062
636,"SPL",4,1723.3232706411209
637,"SPL",4,2090.1711594830717
638,"SPL",4,2342.8245372395077
639,"SPL",4,2243.680114034754
640,"BQC",4,1813.6086980520722
641,"SPL",4,1952.6265771293483
642,"SPL",4,2175.176275669347
643,"SPL",4,2153.928331816664
644,"SPL",4,2249.890693815888
645,"SPL",4,2046.2752876944335
646,"SPL",4,2306.7879802184066
647,"SPL",4,1962.232822130826
648,"SPL",4,2063.7597197031223
649,"SPL",4,2279.5005788998806
650,"BQC",4,1951.6911936627123
651,"SPL",4,1746.5608437871165
652,"SPL",4,2157.154778786319
653,"SPL",4,2258.9225309647845
654,"SPL",4,1848.4469247380216
655,"SPL",4,2236.1769037768604
656,"SPL",4,1975.8517739147876
657,"SPL",4,2346.966833046318
658,"SPL",4,2252.0369090070767
659,"SPL",4,2299.5698141716275
660,"BQC",4,1957.9193310393005
661,"SPL",4,2321.310135744344
662,"SPL",4,2426.0854199583673
663,"SPL",4,2544.6284118497174
664,"SPL",4,2147.0902343545554
665,"SPL",4,1704.3435192334769
666,"SPL",4,2161.8373994017074
667,"SPL",4,2198.016784656522
668,"SPL",4,2127.201615816346
669,"SPL",4,2273.2882643552707
670,"BQC",4,2012.5175778706255
671,"SPL",4,2058.7345635907195
672,"SPL",4,2104.8524704043484
673,"SPL",4,2244.573839976316
674,"SPL",4,2056.2878053605764
675,"SPL",4,2185.906396169659
676,"SPL",4,1776.6248936130178
677,"SPL",4,1946.293009294249
678,"SPL",4,1906.021363496704
679,"SPL",4,2002.1401082086595
680,"BQC",4,2154.240439920273
681,"SPL",4,2251.88898396797
682,"SPL",4,2373.121115233689
683,"SPL",4,2032.484932689806
684,"SPL",4,1979.8494516170927
685,"SPL",4,1972.127493455124
686,"SPL",4,2098.7878669563543
687,"SPL",4,2135.132398109049
688,"SPL",4,2280.886493753492
689,"SPL",4,2121.1148932231335
690,"BQC",4,1784.1269364789605
691,"SPL",4,2169.5027513843997
692,"SPL",4,2426.4196886493087
693,"SPL",4,2428.4870993955415
694,"SPL",4,2033.5504465927152
695,"SPL",4,1882.9556780685978
696,"SPL",4,2685.2825610427717
697,"SPL",4,2162.337057097343
698,"SPL",4,2176.473613832133
699,"SPL",4,2281.212484009681
700,"BQC",4,2214.8600410261124
701,"SPL",4,2053.695199311399
702,"SPL",4,1892.3579937028626
703,"SPL",4,2062.9260900322147
704,"SPL",4,2226.4044539252304
705,"SPL",4,1930.7731787474231
706,"SPL",4,2322.7829904472087
707,"SPL",4,2263.717459020714
708,"SPL",4,2026.0585950896043
709,"SPL",4,2253.2102183142783
710,"BQC",4,2063.9345332745697
711,"SPL",4,2422.223328228772
712,"SPL",4,2168.449911669679
713,"SPL",4,2193.2979245322485
714,"SPL",4,2195.678535664111
715,"SPL",4,2502.3000945861772
716,"SPL",4,2439.9987424564274
717,"SPL",4,2382.8314772393537
718,"SPL",4,2159.4399222307557
719,"SPL",4,2292.503346744987
720,"BQC",4,1988.7938508212865
721,"SPL",4,2011.3842986977297
722,"SPL",4,1874.9748582901216
723,"SPL",4,2349.9083976275656
724,"SPL",4,1916.576687059701
725,"SPL",4,2223.6616467953772
726,"SPL",4,2274.2502485646396
727,"SPL",4,2337.8395423800425
728,"SPL",4,2263.8062427546224
729,"SPL",4,2080.194662566425
730,"BQC",4,2043.2140227311838
731,"SPL",4,2576.149317484722
732,"SPL",4,2405.470934341861
733,"SPL",4,1841.3068918928398
734,"SPL",4,2510.7434500233217
735,"SPL",4,2220.3973563818286
736,"SPL",4,2337.360877430967
737,"SPL",4,2357.5432400178943
738,"SPL",4,2214.5469975437586
739,"SPL",4,2219.5681934802865
740,"BQC",4,1878.8769673411043
741,"SPL",4,2378.3812807116137
742,"SPL",4,2434.816698077729
743,"SPL",4,2714.041762608806
744,"SPL",4,2371.020549907972
745,"SPL",4,2280.2832987375477
746,"SPL",4,1797.3388299957585
747,"SPL",4,2778.4552913481007
748,"SPL",4,2144.212778350686
749,"SPL",4,2716.319311558104
750,"BQC",4,2156.1185204637513
751,"SPL",4,2550.2724265723173
752,"SPL",4,2221.2340393416885
753,"SPL",4,2346.0483938415023
754,"SPL",4,2287.1123646745623
755,"SPL",4,2207.6515059368558
756,"SPL",4,2221.3400746014267
757,"SPL",4,2448.5171832137285
758,"SPL",4,2206.1784128598238
759,"SPL",4,1839.4414868833321
760,"BQC",4,2110.3330746331108
761,"SPL",4,2355.9165199818126
762,"SPL",4,2371.7219506447173
763,"SPL",4,2372.204874510063
764,"SPL",4,1910.9195769289454
765,"SPL",4,2323.5249012925215
766,"SPL",4,2443.7729515631254
767,"SPL",4,2505.9294505901257
768,"SPL",4,2206.0220239422683
769,"SPL",4,2187.0242589430272
770,"BQC",4,1801.4087566732585
771,"SPL",4,1918.5578695326337
772,"SPL",4,2165.12964163592
773,"SPL",4,2344.3280530962224
774,"SPL",4,1929.6087050466876
775,"SPL",4,2309.4046517742227
776,"SPL",4,2629.355285264825
777,"SPL",4,2253.261513831396
778,"SPL",4,2198.661746546695
779,"SPL",4,2349.601527545801
780,"BQC",4,1875.3282009730706
781,"SPL",4,2417.7956388046036
782,"SPL",4,2436.2323720014406
783,"SPL",4,2256.1009908059727
784,"SPL",4,2020.4292572400964
785,"SPL",4,1992.3162115353064
786,"SPL",4,2137.5411781357043
787,"SPL",4,2415.7846603854887
788,"SPL",4,1864.8230386602263
789,"SPL",4,1879.3421497790823
790,"BQC",4,1975.6198744610513
