analysis_id,S1P d16:1 [M>60],S1P d17:1 [M>60],S1P d18:0 [M>60],S1P d18:1 [M>60],S1P d18:1 13C2D2 (ISTD) [M>60],S1P d18:2 [M>60],S1P d19:1 [M>60],S1P d20:1 [M>60],S1P d16:1 [M>113],S1P d17:1 [M>113],S1P d18:0 [M>113],S1P d18:1 [M>113],S1P d18:1 13C2D2 (ISTD) [M>113],S1P d18:2 [M>113],S1P d19:1 [M>113],S1P d20:1 [M>113]
036_SPL_S016,1.1796424218447903,3.289940710466725,2.6257114013173974,2.6190774012600104,1,1.30011046972026,3.1420617349045465,8.241824441228976,1.1965924944784785,1.7385937161798886,2.3192783531653105,2.6921708417719215,1,1.1475481535197238,3.1339624078856265,7.078586046800687
037_BQC_PQC04,0.7002360628531838,2.238914063077939,1.610353751279046,1.928587867752662,1,1.1081637040213501,2.006400148396672,5.407750038123184,0.7587886680784249,1.5200340668461638,1.6721756895922566,2.052858164913126,1,1.2001165283840478,2.8968237989203978,2.924146078176142
038_TQC_TQC03,0.7212110074474267,2.3748491844688355,1.6427541802821635,2.217823142298359,1,1.1259477236763225,2.2226168283846466,5.698982615811419,0.6425759673740704,1.5237713650634837,1.5310143530961946,1.896398309152845,1,1.0692144755516384,1.6312854637974783,5.826486919292467
106_SPL_S074,0.6457005695091342,2.4269895523478544,1.4413643345543459,1.5578047515652163,1,0.9176142697670832,1.5127837147557617,3.181068119667491,0.6433272950140119,1.6523229945850777,1.5313186982296496,1.619134779569278,1,0.9676885244419751,2.941645040270935,2.0066990065917905
107_SPL_S075,0.45276325941643036,1.6236219080907635,2.4925035483714346,2.142869601188753,1,0.7991091186243446,2.241071349775763,4.902813014084298,0.48804592797434315,1.320152456160525,2.439505444891028,2.0128817893572433,1,0.8378365459160109,2.315724303712094,2.9490386332535765
108_SPL_S076,0.5465094269051282,2.352106285488017,1.5097722625655832,2.021866095222473,1,0.8203088286891627,2.323288651096943,5.315980160790947,0.5328831209693071,1.6091091595339526,1.3194516782100585,2.031550079377495,1,0.8820732247957287,NA,5.7098728281389715
109_SPL_S077,0.6321770199901748,2.4151446715101694,1.4763110655251712,1.8947037981508867,1,0.8491806128933155,1.9918388510455693,6.48858824101983,0.558845957932258,1.844335352206119,1.4237542059674075,2.036069853859254,1,0.9963173005825086,1.9596421377628455,1.9578251761547454
110_SPL_S078,0.5839030797674688,2.496102283811086,1.4166787615991785,1.7690997376990072,1,0.8303885700744005,1.904459846122235,5.745628413524308,0.7262946369893644,1.8371813984920151,1.4557944579400286,1.9405898806415718,1,0.9474517110863259,NA,7.098958654982424
111_SPL_S079,0.2831176423053004,1.1023644303058615,2.094828244209344,2.0508015669955424,1,0.8615791966275158,1.7529506428854191,5.221970806581744,0.2731934890084462,0.975244729965837,1.9470271532365062,2.205960514163714,1,0.813440677989705,NA,5.139375766024251
112_SPL_S080,0.4828999876441422,1.8669976634682817,2.1865408779270252,2.1037440601981428,1,0.9589067085948222,2.040097091380234,6.948887416225044,0.5744196424736046,1.2905762699429264,2.537619565167498,2.266436097731892,1,1.1032678659605901,3.4262001623336693,7.287119075156212
113_BQC_PQC12,0.7894857340859551,2.2967271477408615,1.6033158783348627,2.2932601968020987,1,1.1121244758573432,2.134215256463116,5.732096047333406,0.7005982704718429,1.6934852507936171,1.6573271332531867,1.9521089595013867,1,1.129251239428619,2.958404271468008,3.5638257990193933
114_TQC_TQC07,0.6317986781716218,2.3842698044682193,1.6148731357127366,2.1320680517620687,1,1.0527991610839238,1.7718860611819789,4.829246439790223,0.6094423977369345,1.329238800721568,1.4469990509598862,1.9061371970565493,1,0.9981342685428836,0.4456201942785991,5.531732912152901
115_SPL_S081,0.6099555144320138,2.683149745432596,2.0380674361817244,2.1133150675830024,1,0.8070479965427463,2.4501057172048544,4.997450258614927,0.6307455843704796,1.682644695584975,1.961017073363994,2.077640668138416,1,0.8978196279783823,2.691730740848303,5.703299557347956
116_SPL_S082,0.6354382747539242,2.847638412969855,1.5457757915707975,2.339832966832148,1,1.5903286538132722,2.5010053150836997,8.445129547845132,0.7095666455414873,2.0970040451271266,1.5799629491050133,2.3155455058639167,1,1.5824176635555802,2.68646010076213,7.454452743953605
117_SPL_S083,0.3352287580240024,1.3634488504642943,1.3511249202932876,2.2853962121649563,1,0.935761853277234,1.9573140542732517,8.327054205727137,0.29858996108114344,0.9995435495297195,1.4852172605262528,2.3421658326259185,1,0.8876888803312757,3.2308508540467447,1.19764429137213
118_SPL_S084,0.2723050316289725,1.4683596145014062,1.0369154668112985,1.819617987972054,1,0.8562118484047897,1.7305859428388324,4.801105295900104,0.38749020985065724,1.2281941291639829,1.1024209260830402,1.8496952468196983,1,0.894389814155236,1.433484364311083,2.8773276103199446
119_SPL_S085,0.8711798979360329,4.030970674925295,1.5256156599920982,2.127093454161508,1,1.239872859183958,2.074325812014382,5.183614991262004,0.8983902064272841,2.3341319331605592,1.3750958822736583,2.0711285055774917,1,1.2969956348593268,3.0074598947017304,5.6799269351935635
120_SPL_S086,0.607594496434314,2.4660605042307586,1.8514100147807941,2.8043255987920253,1,1.1383231238449278,2.2957304752847123,7.0240704708116555,0.6238549117435611,1.6809795285698592,1.8793245410587067,2.8191316474628643,1,1.3676024890818046,2.6811775526905812,5.583440377531494
121_SPL_S087,0.26011129527654464,1.5508348702817225,1.312930289035004,2.2281027154584856,1,0.8257065500285655,1.871244684230686,7.112344825536483,0.27588013480582474,1.2200906914047172,1.3247625470796913,2.142323190074248,1,0.9466085316799704,1.020744681763375,3.2488557053994094
122_SPL_S088,0.27421173212670874,1.3401770141232907,1.0781462684173413,1.6615764984064765,1,0.6873805545681659,1.6532789288733807,5.831819987775247,0.3256568278056156,1.2634429050144635,1.1592954127828332,1.8811529931271092,1,0.8515243585241336,NA,5.197029767941228
123_BQC_PQC13,0.6822314907252532,2.3006344277610435,1.7323986651566927,2.1382917144409768,1,1.1216641686119633,1.8782439615938202,5.252754331378085,0.7377584448281963,1.4934074228724685,1.5443299319392743,1.9555013017284266,1,1.0216367740188417,2.5105785695398466,3.8320546110323503
194_BQC_PQC_B 06,0.7399343744666963,1.9079675892591534,0.9130967400529475,1.033595419257419,1,0.6210680682681012,1.6589737015595365,3.486232808578302,0.9907643479108053,1.318847634626496,0.9616942983823015,1.1872640565972474,1,0.7681858526161612,2.809880362826313,0.8131421736392772
195_BQC_PQC_B 07,0.7920984357057937,2.0865538644209516,0.9327072812841999,1.0419755113088243,1,0.6297901885928293,1.5390325022070181,3.174984534734275,0.8634877673050998,1.5699439956647079,1.0787089144106694,1.1912021548201794,1,0.7099183181022997,NA,0.8285074430052609
196_TQC_TQC_B 04,0.740945248751154,1.959026711819356,0.9026978611990503,1.0122589112191258,1,0.617211949004409,1.5337953837915146,2.7395641206718158,0.8417187086990414,1.4456138227056887,1.089684255874136,1.170897250014021,1,0.7286325702628074,NA,2.226016373159524
197_TQC_TQC_B 05,0.7969301996703809,1.956909348709602,0.9606461592063594,1.0972148604186056,1,0.6820649899478662,1.5060413157124874,2.7881487409643317,0.7539871803976589,1.3411887055236245,0.9803230434053095,0.998221054694058,1,0.6474151673583927,1.9840851886616564,6.278851234774858
198_LTR_LTR04,0.9822857358209522,1.0687451647329276,0.7024216872893204,0.9041368873311489,1,1.0781057909187495,0.7857706485035886,0.73854729059564606,0.9503539773591914,0.6992100177319676,0.6602773013973726,0.8291686612444114,1,0.9597532050588922,0.34087080861736824,0.6137903938606502
199_NIST_NIST04,0.8955530164733174,0.9748954522248098,0.9944159507170098,1.0001818209620144,1,0.9896755922617587,0.9313185060637372,0.6801466415622868,0.9124046966629173,NA,0.9897466209525938,0.9606654486447606,1,0.9233280849506486,NA,1.3848283232664789
200_TQCd-100_TQC-100percent,0.6430228856183778,2.3825746453954157,1.5486194885558777,2.12203413018268,1,1.0500001832711774,1.9390882417309883,6.391949856243145,0.600036168264688,1.3359328813909888,1.5246926219965737,1.9678135577336502,1,0.9886725369087235,NA,2.390726365299246
201_TQCd-80_TQC-80percent,0.7239165444541199,2.1372650293969837,1.6312251505876851,2.109218430163097,1,1.135957758181679,2.073616355971317,5.788089390970068,0.6225834338420532,1.5056689969028716,1.4737829945266645,1.8123989132533367,1,0.9767018322696679,0.4756147769658152,6.493358850262618
202_TQCd-60_TQC-60percent,0.6932276451514797,2.2756566281628476,1.6305501817373216,2.03915441390169,1,1.0105185959569016,1.7890698821048079,5.700286128270444,0.7232088812133534,1.536157053808506,1.5873571656291356,1.8909754682633537,1,1.0046069648558962,NA,1.2759175127233116
203_TQCd-40_TQC-40percent,0.7567293613728118,2.3352325006971424,1.7335852728290282,2.123810344460617,1,1.026288446516601,2.028307519460258,5.089389183455061,0.733977852601311,NA,1.653488008028079,1.9769193468394863,1,1.084960037183277,NA,1.5839062191108513
204_TQCd-20_TQC-20percent,0.6805717306028467,2.385620195718491,1.734969854169262,2.123803090343098,1,0.9986370653594285,1.9772750227623117,5.310687839360763,0.6741815738656276,NA,1.7050403081743823,1.9451125264656224,1,0.9057043642398586,6.034442200212526,17.29392029337037
205_TQCd-0_TQC-0percent,1.6497564300304899,0.3983404603274097,1.0515396832671509,0.2222858799959843,1,0.7405026338242774,1.1111380505246249,NA,2.3817327929851797,2.560430055975951,1.3213394792302844,0.43842133955307444,1,0.8104047752810757,14.905350813177646,10.095546586593729
206_EBLK_Extracted Blank+ISTD03,0.006585778412452651,0.013085718201683489,0.016661269604724332,0.0015951327146486295,1,NA,0.02502962599302786,0.27998199671942825,0.038108512053714405,0.06132744637610229,0.030110105984634445,0.0024951940690327245,1,0.035524592889033466,NA,0.679407760781717
207_SOLV_Blank02,0.829360426500083,2.0336040283676105,0.9318503139840716,1.1694718794455976,1,0.7540795422641425,1.7891982370688526,2.8689533010137462,0.7811208729818746,1.3430306924113526,0.9786764108677933,1.1237992114306212,1,0.680138710564561,2.2001606796163755,0.7922536215717629
