analysis_id,S1P d16:1 [M>60],S1P d17:1 [M>60],S1P d18:0 [M>60],S1P d18:1 [M>60],S1P d18:1 13C2D2 (ISTD) [M>60],S1P d18:2 [M>60],S1P d19:1 [M>60],S1P d20:1 [M>60],S1P d16:1 [M>113],S1P d17:1 [M>113],S1P d18:0 [M>113],S1P d18:1 [M>113],S1P d18:1 13C2D2 (ISTD) [M>113],S1P d18:2 [M>113],S1P d19:1 [M>113],S1P d20:1 [M>113]
016_TQC_TQC01,0.02964012073368934,0.02232180171813327,0.08898537264917576,0.6719897840724403,0.2,0.11217088460645461,0.016192245182261436,0.004587880195031344,0.040888615888615885,0.029074529074529076,0.21723996723996725,0.6948812448812449,0.2,0.11547911547911546,0.012264537264537264,0.017977067977067974
017_TQC_TQC02,0.03007532443960432,0.02134948724929667,0.07766131227879118,0.7010481894908793,0.2,0.1047236591342227,0.0143297939921953,0.0033805245485071236,0.042874667757104884,0.02639542015947659,0.21637701901451645,0.7318748722142712,0.2,0.10901656103046412,0.01531384175015334,0.02359435698221223
018_BQC_PQC01,0.03129749507458486,0.02247396566282015,0.0850736466835538,0.7209588141476686,0.2,0.11387090721456046,0.014832535885167464,0.004245238765362604,0.030900402885786566,0.02859552140916331,0.2163965145694744,0.7084606015178487,0.2,0.10825447390611824,0.013248383772135294,0.03028202005059496
019_BQC_PQC02,0.02888175520745336,0.020110545243899495,0.08773623615167386,0.702449856387729,0.2,0.10834882093118678,0.015582534816924527,0.004484564697931501,0.03255813953488372,0.027323148778826505,0.20422302228276737,0.6878466478544322,0.2,0.10940936070837792,0.012377152865622264,0.025026758781745644
020_SPL_S001,0.0341139497161395,0.019773925385239255,0.03993815896188159,0.4497414841849149,0.2,0.07814274128142741,0.009874290348742903,0.0023165044606650444,0.036029046055903714,0.02295832089923406,0.09258927683278624,0.4370436685566498,0.2,0.07961802447030737,0.007400775887794688,0.0035014423555157666
021_SPL_S002,0.02969860202642042,0.02039245863793767,0.0934769783249968,0.7652994741567269,0.2,0.09519045786841093,0.01628831601898166,0.007787610619469027,0.034039301310043665,0.02663755458515284,0.22196506550218342,0.7797379912663756,0.2,0.10187772925764191,NA,0.024716157205240175
022_SPL_S003,0.021701477330616403,0.017417461126070396,0.09072119933047086,0.7277054071756058,0.2,0.1263275355990588,0.01468112461489945,0.00358537709531087,0.028239026969857216,0.025616076150185085,0.22589106292966682,0.7673188789000529,0.2,0.1318455843469064,NA,0.012945531464833421
023_SPL_S004,0.022586570147479876,0.021662795094808493,0.10089676408621902,0.6308195127221652,0.2,0.13354762033385553,0.01667116849440873,0.004359569985414078,0.026645591057920286,0.02788754657333183,0.22608106582364235,0.6531782770689849,0.2,0.14639268375296374,0.010274359263859095,0.013909901772609234
024_SPL_S005,0.0343628008103968,0.030602362010179372,0.1995799772693581,1.4727775856105154,0.2,0.14203686317141867,0.0376785096605228,0.010638928694964668,0.03893430797345388,0.03091276329710494,0.5215735308261998,1.4196402808502453,0.2,0.13534673463499086,0.024314706165239973,0.04585938251418679
025_SPL_S006,0.02961440038494346,0.02234421819295291,0.13693051333085454,1.033196999190744,0.2,0.10127512521598389,0.024242689355000985,0.007108330963889679,0.03338083363021019,0.030904880655504098,0.39134307089419307,1.0044353402208763,0.2,0.10377627360171,0.015194157463484148,0.029818311364446026
026_SPL_S007,0.021418003334820697,0.015715929639980274,0.08246870670017144,0.5969376012775651,0.2,0.10029355815974261,0.012874286653671827,0.003860876916934783,0.02360236220472441,0.022283464566929135,0.19127952755905514,0.5919291338582677,0.2,0.09994094488188976,0.0029330708661417324,0.0389763779527559
027_SPL_S008,0.01926301330933548,0.010713778240894235,0.09707289347795198,0.5492161227679628,0.2,0.08041017382655236,0.01188840998436982,0.004011746317434756,0.025554864136071352,0.017755652354283342,0.22982783654843394,0.5541588881974694,0.2,0.09452395768512757,0.010537232939224227,0.029412984857913292
028_BQC_PQC03,0.028530876374221175,0.022617816161081574,0.08636724482186245,0.740912699367317,0.2,0.1117226779571315,0.016021554523803796,0.004373451370011307,0.033145849495733126,0.022750193948797518,0.19528704422032583,0.6337276958882855,0.2,0.10612878200155158,0.013033359193173003,0.009542280837858805
029_SPL_S009,0.023076369049048088,0.017314479149160924,0.12432717931481525,0.9479941420786018,0.2,0.11213117902672076,0.019153482342208244,0.005420978080810506,0.02949486301369863,0.02478595890410959,0.3535102739726027,1.0024186643835615,0.2,0.12870291095890413,0.02054794520547945,0.03180650684931507
030_SPL_S010,0.020228964710645284,0.014489102809203572,0.10323654438721577,0.9507298531297093,0.2,0.11458131845887407,0.019360788106430354,0.005829828388925125,0.024985585239285027,0.021276186815298866,0.2902748414376321,0.9070536229098597,0.2,0.11431866231020564,0.01191620219104363,0.020987891600999422
031_SPL_S011,0.018561185853540642,0.017621310991165175,0.02979671849405193,0.28293992856951045,0.2,0.08261768575955317,0.00643411477214748,0.0013749026558178255,0.025749596990865126,0.023922622246104246,0.0646104245029554,0.2693605588393337,0.2,0.08700698549167114,0.010660934981192907,0.004212788823213326
032_SPL_S012,0.020734733996805504,0.02446983658926158,0.08083056886595405,0.6953237498464185,0.2,0.08818773805135766,0.01715689888192653,0.0033321046811647624,0.02355862664651263,0.035737421723169946,0.1967393651479162,0.7418700064780824,0.2,0.11107752105376809,0.01261066724249622,0.010494493629885554
033_SPL_S013,0.030601903349400567,0.0246397231491781,0.17381782227165987,1.0877518230132246,0.2,0.12832035595105673,0.021989865282412556,0.006372512668396985,0.03918590522478736,0.028898339408667477,0.46014580801944105,1.084953422438234,0.2,0.13969218307006886,0.008647225597407857,0.037424058323207776
034_SPL_S014,0.040686344408004185,0.026835876229858835,0.10398783212129854,0.8332762964019202,0.2,0.13055753600456294,0.016188982366082037,0.003859499025619088,0.05016063396872992,0.036603127007924605,0.271664167916042,0.8540586849432426,0.2,0.12874277147140717,0.01340758192332405,0.006382523024202185
035_SPL_S015,0.03462134602311353,0.025838205302515294,0.10050305914343985,0.7058817131203263,0.2,0.1253677770224337,0.01622297756628144,0.004872875594833447,0.03767307073092197,0.029794998390039712,0.21828914886766126,0.6808200064398411,0.2,0.11799935601588493,0.01702264677471289,0.034431684018460876
036_SPL_S016,0.05457795939215937,0.031919295109181456,0.14234197420508238,0.8993385263695568,0.2,0.1340109819946367,0.024589452177244286,0.006727110203039203,0.06308597855791466,0.032793777590918644,0.307168383434938,0.9524910657977717,0.2,0.12390161866722724,0.014694134959007779,0.03266764767710742
037_BQC_PQC04,0.032397491558128315,0.021722141823444282,0.08729860106126387,0.66223830197781,0.2,0.11422575976845153,0.015701881331403763,0.004413892908827786,0.040004367289005346,0.028671252320122288,0.2214652254612949,0.72630199803472,0.2,0.1295774647887324,0.013582268806638279,0.01349492302653128
038_TQC_TQC03,0.03336792942397509,0.02304099636741048,0.08905505496060764,0.7615558805491343,0.2,0.11605887625607396,0.017393970844930887,0.004651601641741756,0.03387747615553925,0.028741746148202497,0.20276962582538519,0.6709464416727806,0.2,0.11544387380777696,0.007648569332355098,0.02688921496698459
106_SPL_S074,0.029874323616687033,0.023546866817943796,0.07813754581951475,0.5349188340024437,0.2,0.09458456973293769,0.011838889858614069,0.002596439169139466,0.03391708716730978,0.03116651825467498,0.20280993370931039,0.5728504996537054,0.2,0.10448204214900565,0.013792421094291085,0.009260908281389136
107_SPL_S075,0.020947784115840282,0.015752523036419483,0.13512066695919261,0.7358183413777973,0.2,0.08236946028960071,0.01753839403247038,0.004001755155770075,0.02573044297832234,0.024901036757775684,0.32309142318567396,0.7121583411875589,0.2,0.09046182846371348,0.010857681432610743,0.01360980207351555
108_SPL_S076,0.025285093818866473,0.022820342754444896,0.08184599584929074,0.6942681700507072,0.2,0.08455465457112904,0.01818181818181818,0.004338988852992148,0.028094320579869714,0.03035140838609047,0.17474997706211579,0.7187631892834205,0.2,0.09523809523809523,NA,0.026351041379943114
109_SPL_S077,0.029248635931321022,0.023431946738749564,0.08003203684236873,0.6506031936727237,0.2,0.08753066025929819,0.015587926115032288,0.005296090504079692,0.029463116542994328,0.03478830205150589,0.18856394587516367,0.720362287210825,0.2,0.10757311217808818,0.009188127455259713,0.009035355739851593
110_SPL_S078,0.02701516831402892,0.024217404637776888,0.07679932061050695,0.6074732844235805,0.2,0.08559364015946781,0.014904107003845155,0.004689674695100375,0.038291237917056437,0.03465336243633718,0.19280740047812078,0.6865814364411185,0.2,0.1022970585178256,NA,0.03276166718636316
111_SPL_S079,0.013098870385466402,0.010695236986141842,0.11356236170956095,0.7042040293466869,0.2,0.0888086642599278,0.013718411552346571,0.004262256899965063,0.014403131115459883,0.018395303326810174,0.257866927592955,0.7804696673189824,0.2,0.08782778864970646,NA,0.02371819960861057
112_SPL_S080,0.02234210590265121,0.018113776092926054,0.11853417899929528,0.7223834171709071,0.2,0.09884085441423052,0.015965590143617408,0.005671794124079609,0.030284182305630025,0.024343163538873995,0.33608579088471846,0.8018659517426274,0.2,0.11912064343163539,0.016064343163538875,0.03363002680965148
113_BQC_PQC12,0.03652676399026764,0.022283049472830493,0.08691707218167072,0.7874594484995945,0.2,0.11463402270884022,0.01670214922952149,0.0046786293592862935,0.0369364906370752,0.031942930744080056,0.2194986624393144,0.6906568909144952,0.2,0.12192608738729813,0.013870999702764291,0.016447042504706234
114_TQC_TQC07,0.02923113136889859,0.023132396054011257,0.08754360060773363,0.7321093064560997,0.2,0.10851897027669,0.013866598189638571,0.003941708929832445,0.032130629444298134,0.025072425599157226,0.19164252480028093,0.6743920639101045,0.2,0.10776929154595734,0.002089368799929769,0.02552892634536037
115_SPL_S081,0.028220524017467247,0.026032155617308456,0.11048531163159984,0.7256699086939261,0.2,0.0831877729257642,0.01917427550615323,0.00407899960301707,0.033253762324857286,0.031738453554748317,0.2597197716658018,0.7350700570835496,0.2,0.09693824597820447,0.01262065386611313,0.026320705760249093
116_SPL_S082,0.02939952286685955,0.02762803918582813,0.08379777676260089,0.8034516014415513,0.2,0.16392568905131719,0.019572610527384397,0.0068930511141566415,0.037409315529387026,0.03955420039953737,0.20925244453790345,0.8192408789822311,0.2,0.17085479970560405,0.012595941541373145,0.0344022710545684
117_SPL_S083,0.01550987079110428,0.013228301071136945,0.07324559296796196,0.7847591142706182,0.2,0.0964551611508718,0.01531773860415966,0.006796676113165858,0.015742067553735924,0.018853633572159672,0.19670419651995905,0.8286591606960082,0.2,0.09584442169907881,0.015148413510747185,0.005527123848515865
118_SPL_S084,0.012598608428548158,0.014246154562166944,0.056212040118213756,0.6248202359621158,0.2,0.08825541619156214,0.01354338770856119,0.0039187396737486325,0.020429009193054137,0.02316649642492339,0.14600612870275792,0.6544228804902963,0.2,0.09656792645556692,0.00672114402451481,0.013278855975485188
119_SPL_S085,0.040306469326918046,0.03910883322001987,0.0827048794519115,0.73040112964803094,0.2,0.12780189320642227,0.016233460593065213,0.004230950264107526,0.04736434965189524,0.04402696430544812,0.1821195712233396,0.732766051497403,0.2,0.14003757321250968,0.014101005635981875,0.026212841197922422
120_SPL_S086,0.028111287911664014,0.02392593664111095,0.10036645932783643,0.9629490332224311,0.2,0.11733449057331598,0.017966150730507738,0.005733159747335937,0.03289047672211678,0.03170704476945406,0.24890030144021438,0.9974098470470023,0.2,0.14766104722563358,0.012571173383945516,0.02576755610137323
121_SPL_S087,0.012034446581570204,0.015046336772162966,0.0711750305997552,0.7650856793145655,0.2,0.0851110333974471,0.014644168560937226,0.005805210701171534,0.014544774724247523,0.02301364741073098,0.17545335576743318,0.7579547578986727,0.2,0.10220601981678819,0.004785941297438773,0.014993456720882408
122_SPL_S088,0.012686824840921424,0.01300251566122429,0.058447195777635276,0.5705519656686233,0.2,0.07085285848172446,0.012938390963350269,0.00476002564987915,0.017169069462647443,0.02383136740934906,0.15353866317169068,0.6655526430755788,0.2,0.09193971166448231,NA,0.02398427260812582
123_BQC_PQC13,0.03156448251379887,0.022320958248402537,0.09391475620090237,0.734246387101207,0.2,0.11561734191420654,0.014698944186153034,0.004287382910015345,0.0388956254080776,0.028169014084507043,0.20453315922022203,0.6918571028821938,0.2,0.11030687435873518,0.01177128999160526,0.017684917451730252
194_BQC_PQC_B 06,0.034234194612424405,0.01851126992853216,0.04949972512369434,0.3549158878504673,0.2,0.0640175920835624,0.012982957669048927,0.002845519516217702,0.052234439624735195,0.024876424896600424,0.1273681024916776,0.4200544739231312,0.2,0.08294159184908706,0.01317461918692626,0.003752648037929991
195_BQC_PQC_B 07,0.03664764462347544,0.020243929730334564,0.05056282868971691,0.35779344298981763,0.2,0.06491663869307375,0.012044310171198388,0.0025914736488754616,0.04552424574330379,0.0296126655381858,0.14286567758637855,0.4214477745693518,0.2,0.07665040326595639,NA,0.003823558697600318
196_TQC_TQC_B 04,0.0342809642560266,0.01900665004156276,0.04893599334995844,0.3475893599334996,0.2,0.06362011637572736,0.01200332502078138,0.0022360764754779717,0.04437655146075998,0.0272675195722742,0.1443192667557762,0.41426389154095855,0.2,0.07867099484437655,NA,0.010273057093755967
197_TQC_TQC_B 05,0.036871193567264135,0.018986107197815297,0.05207741823619931,0.37676152495719456,0.2,0.07030494809163615,0.01178612453672598,0.002275732027135395,0.039751226348983884,0.025297827610371408,0.1298353188507358,0.35317098808689557,0.2,0.06990189208128941,0.009302733006306938,0.028976874562018216
198_LTR_LTR04,0.045446950710108604,0.01036905990466362,0.03807885727390371,0.3104624305862696,0.2,0.11112749193244549,0.006149360328926892,6.028142251052469e-4,0.0501039501039501,0.01318866943866944,0.08744802494802495,0.2933601871101871,0.2,0.10362525987525988,0.0015982328482328483,0.002832640332640333
199_NIST_NIST04,0.04143412890337504,0.00945852171170224,0.05390810640311219,0.3434423299337609,0.2,0.102012406686994,0.00728840290190306,5.551466722742088e-4,0.04810321257689679,NA,0.1310833902939166,0.33988380041011623,0.2,0.09969241285030758,NA,0.006390977443609022
200_TQCd-100_TQC-100percent,0.02975043647940844,0.023115949471089657,0.08395193591455273,0.728663859504981,0.2,0.1082304611276574,0.015175105268563211,0.005217212693848208,0.031634720274271465,0.025198690977092097,0.20193236714975846,0.6962131837307153,0.2,0.10674770141810815,NA,0.011033193080878915
201_TQCd-80_TQC-80percent,0.03349310522822801,0.020735933928176388,0.088430056780473415,0.7242632057616204,0.2,0.11709067669542561,0.01622790846299437,0.004724332030577883,0.032823442683376336,0.028400294876520453,0.19518982676004423,0.6412274235164025,0.2,0.10545521562845558,0.0022300036859565055,0.02996682639144858
202_TQCd-60_TQC-60percent,0.032073236402800215,0.02207862143241788,0.0883934661640639,0.700204631125471,0.2,0.10416083288458086,0.014001077005923531,0.004652665589660743,0.038128552689112374,0.028975368022154207,0.21023174464363797,0.6690278385075061,0.2,0.1084681533304183,NA,0.0058883544672788226
203_TQCd-40_TQC-40percent,0.035011240347962075,0.022656631805297624,0.09397908317857492,0.7292737757794937,0.2,0.10578633564656437,0.015873326165575213,0.004154041638158538,0.03869630746043708,NA,0.2189902034664657,0.6994348153730219,0.2,0.11714393368500378,NA,0.007309721175584025
204_TQCd-20_TQC-20percent,0.031487691175267854,0.02314549766909299,0.0940541424715793,0.7292712848613724,0.2,0.10293612496933018,0.015473951091845914,0.004334669174777132,0.035543766578249335,NA,0.2258178603006189,0.68818155025051575,0.2,0.097789566755084,0.028293545534924847,0.07981137636310051
205_TQCd-0_TQC-0percent,0.07632850241545894,0.003864734299516908,0.057004830917874394,0.07632850241545894,0.2,0.07632850241545894,0.008695652173913044,NA,0.1255681818181818,0.048295454545454544,0.175,0.15511363636363634,0.2,0.0875,0.06988636363636364,0.046590909090909086
206_EBLK_Extracted Blank+ISTD03,3.0470110272780033e-4,1.2695879280325015e-4,9.032211259431225e-4,5.47736506094022e-4,0.2,NA,1.9587928032501452e-4,2.2852582704585025e-4,0.002009132420091324,0.0011567732115677321,0.003987823439878234,8.828006088280061e-4,0.2,0.0038356164383561648,NA,0.003135464231354642
207_SOLV_Blank02,0.03837162757185174,0.01973020574813866,0.05051637178768713,0.401573132655512,0.2,0.07772796413417662,0.014002081498679047,0.0023416860139300294,0.0411817514078185,0.02533257161511467,0.12961723659511956,0.39760058761119726,0.2,0.07343507712396964,0.010315841018526076,0.003656247449604179
